customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,clv,spend_category
7079-qrcbc,female,0,0,0,24,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,98.75,2407.3,1,2370,high
9495-sklkd,male,0,1,1,45,1,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,1,bank transfer (automatic),95.95,4456.65,0,4317.75,high
6048-uwkal,female,1,1,0,69,1,yes,fiber optic,no,yes,no,yes,yes,yes,two year,0,credit card (automatic),105.4,6998.95,0,7272.6,very_high
5067-dgxll,male,0,0,0,2,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.25,36.8,0,40.5,low
5469-ctcwn,male,0,1,1,61,1,yes,fiber optic,yes,yes,no,no,yes,yes,one year,1,electronic check,106,6547.7,1,6466,very_high
9851-qxeeq,male,0,0,0,41,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,104.7,4346.4,1,4292.7,very_high
6281-fkews,female,0,0,0,44,0,no,dsl,no,no,yes,no,yes,yes,one year,1,electronic check,49.05,2265,0,2158.2,medium
8898-kascd,male,0,0,0,39,0,no,dsl,no,no,yes,yes,no,no,one year,0,mailed check,35.55,1309.15,0,1386.45,medium
9242-tkfsv,male,0,1,1,72,0,no,dsl,yes,yes,yes,yes,yes,yes,two year,1,credit card (automatic),65.1,4754.3,0,4687.2,medium
9290-shcmb,female,1,0,0,13,1,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,96.85,1235.55,0,1259.05,high
0743-hnpfg,female,0,1,1,51,1,no,dsl,yes,yes,no,yes,no,yes,one year,1,credit card (automatic),69.75,3562.5,0,3557.25,medium
2277-bkjkn,female,1,1,0,71,1,no,fiber optic,no,yes,yes,no,yes,yes,two year,1,electronic check,99.2,7213.75,0,7043.2,high
9809-imgcq,male,1,0,0,22,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,96.7,2082.95,1,2127.4,high
5208-hfsbt,female,0,0,0,2,1,no,dsl,no,yes,no,yes,no,no,month-to-month,1,credit card (automatic),55.05,102.75,1,110.1,medium
5035-pgzxh,female,0,0,0,56,1,yes,fiber optic,no,yes,yes,no,yes,yes,one year,1,electronic check,106.8,5914.4,0,5980.8,very_high
8695-wdyea,male,0,0,0,1,1,no,dsl,yes,no,no,no,no,no,month-to-month,0,mailed check,51.25,51.25,0,51.25,medium
6543-jxsoo,female,0,1,1,23,1,no,dsl,yes,yes,no,yes,no,no,one year,1,mailed check,57.75,1282.85,0,1328.25,medium
8016-zmgmo,female,1,1,0,66,1,yes,dsl,no,yes,yes,no,yes,no,one year,1,bank transfer (automatic),70.85,4738.85,0,4676.1,high
8605-ituld,female,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.55,19.55,0,19.55,low
3254-yrilk,male,1,0,0,19,1,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,1,electronic check,88.2,1775.8,1,1675.8,high
6416-yjttb,male,0,0,0,11,1,no,fiber optic,yes,no,yes,no,no,no,month-to-month,1,bank transfer (automatic),79.5,795.65,0,874.5,high
2667-wylwj,female,0,1,1,8,1,no,no,no,no,no,no,no,no,one year,1,mailed check,19.75,145,1,158,low
4472-vesgy,female,0,1,1,52,1,yes,fiber optic,yes,yes,yes,no,no,yes,month-to-month,0,bank transfer (automatic),98.15,4993.4,0,5103.8,high
3195-tqdzx,male,0,0,0,3,1,no,no,no,no,no,no,no,no,month-to-month,1,electronic check,20.25,61.45,0,60.75,low
3128-yovtd,female,0,1,1,51,1,no,fiber optic,yes,yes,no,no,no,no,month-to-month,1,bank transfer (automatic),79.15,4018.55,0,4036.65,high
0529-onker,male,1,0,0,15,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,0,electronic check,75.65,1146.65,1,1134.75,high
1728-cxqbe,male,1,1,0,64,1,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,1,electronic check,94.25,6081.4,0,6032,high
7041-txqjh,female,0,0,0,37,0,no,dsl,no,no,yes,no,no,yes,month-to-month,1,credit card (automatic),40.2,1478.85,0,1487.4,medium
5014-gsouq,male,0,0,0,13,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.95,243.65,0,259.35,low
5724-bidbu,male,0,1,0,49,1,yes,dsl,yes,no,no,no,no,no,one year,1,electronic check,55.35,2633.95,0,2712.15,medium
0481-sumcb,female,1,0,0,45,1,yes,fiber optic,no,no,yes,no,yes,yes,one year,1,bank transfer (automatic),102.15,4735.35,0,4596.75,very_high
1769-gruik,female,0,0,0,18,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,71.1,1247.75,0,1279.8,high
5240-ijoqt,male,1,0,0,1,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,74.7,74.7,1,74.7,high
8819-wfggj,male,0,1,0,68,0,no,dsl,yes,no,yes,no,yes,yes,two year,1,bank transfer (automatic),54.1,3794.5,0,3678.8,medium
7427-aufpy,male,0,0,0,54,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),19.65,1008.7,0,1061.1,low
2811-povex,female,1,1,1,23,1,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,1,bank transfer (automatic),88.45,2130.55,0,2034.35,high
1092-ganhu,male,0,0,0,17,1,no,fiber optic,no,no,yes,no,no,no,month-to-month,1,electronic check,76.65,1313.55,1,1303.05,high
7898-pdwqe,male,0,1,0,71,1,yes,dsl,yes,yes,yes,yes,no,yes,two year,0,credit card (automatic),80.4,5727.15,0,5708.4,high
9972-ewrjs,female,0,1,1,67,1,no,no,no,no,no,no,no,no,two year,1,bank transfer (automatic),19.25,1372.9,0,1289.75,low
9314-ijwsq,female,0,1,1,14,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,84.8,1203.9,0,1187.2,high
0661-xeyan,female,1,0,0,1,0,no,dsl,no,no,no,no,no,no,month-to-month,1,mailed check,25.8,25.8,1,25.8,low
5799-jrczo,female,0,0,1,63,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),19.5,1215.1,0,1228.5,low
1921-kysay,female,0,0,0,41,1,yes,dsl,no,no,yes,yes,no,yes,one year,1,electronic check,68.6,2877.05,0,2812.6,medium
6198-rtpmf,female,0,1,0,17,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,0,electronic check,92.6,1579.7,0,1574.2,high
2924-khuvi,male,0,1,0,56,1,yes,fiber optic,yes,no,no,no,yes,yes,one year,1,electronic check,100.55,5514.95,0,5630.8,very_high
1925-gmvbw,female,0,0,0,5,1,no,no,no,no,no,no,no,no,month-to-month,0,credit card (automatic),20.55,96.1,0,102.75,low
7881-evuad,female,0,0,0,2,0,no,dsl,yes,yes,no,no,no,yes,month-to-month,1,electronic check,42.6,72.4,1,85.2,medium
6184-dyuob,female,0,1,0,3,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.6,55.25,0,58.8,low
9207-zpanb,male,0,0,0,37,1,yes,dsl,yes,yes,yes,yes,no,no,one year,0,electronic check,67.45,2443.3,0,2495.65,medium
5766-xqxmq,female,0,0,0,29,1,no,dsl,yes,yes,yes,no,no,yes,month-to-month,1,bank transfer (automatic),68.85,1970.5,1,1996.65,medium
9327-qsded,male,0,0,0,8,1,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed check,43.55,335.4,0,348.4,medium
1656-drsmg,female,0,0,0,63,1,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,1,credit card (automatic),109.85,7002.95,0,6920.55,very_high
3012-vffmn,female,0,1,1,7,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.65,158.95,0,144.55,low
2984-afwnc,female,0,0,0,3,1,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,0,electronic check,95.4,293.15,0,286.2,high
0640-yjtpy,male,0,1,1,72,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),21,1493.75,0,1512,low
8096-loist,female,0,0,0,19,1,no,dsl,no,no,no,no,no,yes,month-to-month,1,electronic check,56.2,1093.4,0,1067.8,medium
9764-reaff,female,0,1,0,59,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),18.4,1057.85,0,1085.6,low
3703-vavcl,male,0,1,1,2,1,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,0,credit card (automatic),90,190.05,1,180,high
7107-ubyky,female,0,1,1,35,1,yes,no,no,no,no,no,no,no,month-to-month,1,electronic check,25.75,882.55,0,901.25,low
4881-gqjtw,male,0,0,0,14,1,no,no,no,no,no,no,no,no,month-to-month,0,credit card (automatic),19.6,300.4,0,274.4,low
8519-qjgjd,female,0,0,0,14,1,no,fiber optic,no,no,yes,no,no,no,month-to-month,0,electronic check,75.35,1025.95,1,1054.9,high
7876-dnyap,female,0,1,1,69,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),19.8,1436.95,0,1366.2,low
7905-njmxs,male,1,1,0,7,1,yes,dsl,yes,yes,no,yes,no,no,month-to-month,0,electronic check,64.2,475,0,449.4,medium
2882-wdtba,male,0,1,1,69,1,no,dsl,yes,yes,yes,yes,yes,no,two year,1,bank transfer (automatic),75.75,5388.15,0,5226.75,high
2091-gppiq,female,0,1,1,72,1,yes,dsl,no,yes,no,yes,yes,yes,two year,1,electronic check,78.95,5730.15,0,5684.4,high
6326-mttxk,male,0,0,0,8,1,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,0,electronic check,100.85,819.55,1,806.8,very_high
5071-fbjfs,female,0,1,1,4,1,no,dsl,yes,no,no,no,no,no,month-to-month,0,electronic check,50.3,217.1,0,201.2,medium
2796-uuzzo,male,0,1,1,63,1,no,fiber optic,no,yes,yes,no,no,no,month-to-month,1,credit card (automatic),80.3,4896.35,0,5058.9,high
2429-aykko,male,0,0,0,72,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),19.85,1434.1,0,1429.2,low
9798-opfem,female,0,0,0,46,1,no,no,no,no,no,no,no,no,two year,1,electronic check,21.1,937.1,0,970.6,low
0330-ivzha,female,0,1,0,5,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,electronic check,69.95,330.15,1,349.75,medium
3794-nfnch,male,0,1,0,30,1,no,dsl,no,no,yes,no,no,no,month-to-month,1,mailed check,50,1474.9,0,1500,medium
5193-qlvzb,male,0,0,0,63,1,yes,fiber optic,no,yes,yes,no,yes,yes,two year,1,bank transfer (automatic),104.75,6536.5,0,6599.25,very_high
7114-aeoze,female,0,0,0,60,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),19.85,1128.1,0,1191,low
2886-kefum,female,0,1,0,63,1,yes,fiber optic,no,yes,yes,no,yes,yes,one year,1,electronic check,107.5,6873.75,1,6772.5,very_high
5522-nykpb,male,0,1,1,25,1,no,fiber optic,no,no,no,yes,yes,no,month-to-month,0,electronic check,85.9,2199.05,0,2147.5,high
4237-rlaqd,male,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,1,mailed check,45.85,45.85,1,45.85,medium
9957-yodkz,male,1,1,0,6,1,yes,fiber optic,no,no,yes,no,no,no,month-to-month,1,electronic check,80.8,457.1,0,484.8,high
6518-kzxcb,male,0,0,0,22,1,yes,no,no,no,no,no,no,no,two year,0,mailed check,25.25,566.5,0,555.5,low
2245-adzfj,female,0,1,1,31,1,yes,dsl,no,yes,no,yes,yes,yes,two year,0,bank transfer (automatic),80.55,2471.6,0,2497.05,high
7776-qgyjc,female,0,1,1,39,1,no,fiber optic,no,no,yes,yes,no,no,month-to-month,1,bank transfer (automatic),81.5,3107.3,0,3178.5,high
9313-qoltz,male,0,0,0,26,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.9,518.3,0,543.4,low
9651-gtsaq,female,0,1,0,53,1,no,fiber optic,yes,yes,yes,no,yes,yes,one year,1,bank transfer (automatic),106.1,5769.75,1,5623.3,very_high
3186-baxnb,female,0,0,0,1,1,no,fiber optic,no,yes,no,yes,yes,no,month-to-month,0,electronic check,91.7,91.7,1,91.7,high
4672-fotsd,male,0,0,0,12,1,yes,dsl,yes,yes,no,yes,no,no,month-to-month,1,electronic check,67.25,832.3,0,807,medium
0637-ylety,female,0,0,0,16,1,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,1,credit card (automatic),95.6,1555.65,1,1529.6,high
9818-xqcuv,female,0,0,0,2,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.35,45.3,0,40.7,low
7338-eriva,male,0,0,1,39,0,no,dsl,yes,no,no,yes,yes,no,one year,0,bank transfer (automatic),45.05,1790.6,0,1756.95,medium
1157-bqcuw,male,0,0,0,1,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,74.95,74.95,1,74.95,high
8259-nfjtv,female,0,1,1,7,0,no,dsl,yes,no,no,yes,no,no,month-to-month,0,mailed check,34.65,246.6,0,242.55,medium
3223-dwfio,male,1,0,0,4,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,electronic check,69.35,261.65,0,277.4,medium
2660-emubi,male,1,0,0,10,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,95.35,898.35,1,953.5,high
6968-gmkpr,female,0,0,0,55,1,no,fiber optic,no,yes,yes,no,no,no,month-to-month,1,electronic check,81.55,4509.5,0,4485.25,high
4751-erman,male,0,1,1,72,1,no,dsl,no,yes,yes,no,yes,yes,two year,1,bank transfer (automatic),75.4,5480.25,0,5428.8,high
1436-zmjan,female,0,1,0,10,1,no,dsl,no,no,yes,no,yes,yes,month-to-month,1,credit card (automatic),67.8,653.15,0,678,medium
3292-pbzej,male,1,0,0,11,1,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,1,electronic check,111.4,1183.05,0,1225.4,very_high
0799-ddihe,female,0,1,1,15,1,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic check,46.3,639.45,0,694.5,medium
3070-fnfzq,female,0,1,1,23,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),20.4,478.75,0,469.2,low
2812-sfxmj,male,0,0,1,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.05,20.05,0,20.05,low
7675-ozczg,female,1,0,0,3,1,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic check,45,127.1,1,135,medium
5014-wuqmg,male,0,1,1,47,1,no,fiber optic,yes,yes,yes,no,no,yes,one year,1,electronic check,96.1,4391.45,0,4516.7,high
5312-tszvc,female,0,0,1,15,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.65,270.6,0,294.75,low
2003-cklor,male,0,0,0,66,1,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,0,electronic check,99.5,6710.5,1,6567,high
0993-osgpt,female,1,1,0,68,1,no,dsl,no,yes,yes,yes,no,no,one year,1,bank transfer (automatic),60.65,3975.9,0,4124.2,medium
9254-rbfon,female,0,1,1,17,1,no,fiber optic,no,no,yes,yes,yes,yes,one year,0,bank transfer (automatic),98.6,1704.95,1,1676.2,high
1205-wnwpj,female,0,0,0,7,1,no,dsl,no,no,no,yes,yes,no,month-to-month,1,mailed check,59.5,415.95,1,416.5,medium
9391-eoyli,male,1,1,0,12,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,80.45,950.2,1,965.4,high
7108-dgvuu,female,1,1,0,21,1,yes,dsl,no,yes,yes,no,no,yes,one year,0,bank transfer (automatic),71.7,1497.05,0,1505.7,high
2782-jeebu,male,0,0,0,21,0,no,dsl,no,yes,no,yes,no,no,month-to-month,1,mailed check,36,780.15,0,756,medium
5127-bzenz,female,0,1,1,56,1,yes,dsl,yes,no,no,no,yes,no,one year,0,bank transfer (automatic),65.2,3512.15,0,3651.2,medium
2720-fvbqp,female,0,1,1,6,1,yes,dsl,no,no,no,no,no,no,month-to-month,1,credit card (automatic),48.95,273.25,0,293.7,medium
9906-nhhvc,female,1,0,0,65,0,no,dsl,no,yes,yes,no,yes,yes,two year,1,bank transfer (automatic),53.5,3517.9,0,3477.5,medium
4522-xrwwi,male,0,1,0,42,1,yes,dsl,yes,no,no,yes,yes,yes,one year,0,credit card (automatic),80.45,3375.9,0,3378.9,high
3766-ejlfl,female,0,1,1,68,1,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,1,bank transfer (automatic),109.05,7508.55,0,7415.4,very_high
5939-sxwhm,male,0,1,1,48,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),26.3,1245.05,0,1262.4,low
8152-uobny,female,1,0,0,50,1,yes,fiber optic,no,yes,no,yes,yes,yes,one year,1,electronic check,106.8,5347.95,0,5340,very_high
7351-kyhqh,female,1,0,0,7,1,no,dsl,no,yes,yes,no,yes,no,month-to-month,1,electronic check,64.95,493.65,0,454.65,medium
7643-rchxs,female,0,1,1,63,1,no,no,no,no,no,no,no,no,two year,0,electronic check,19.35,1263.85,0,1219.05,low
8246-shfga,male,0,0,0,17,1,no,no,no,no,no,no,no,no,month-to-month,0,credit card (automatic),21.1,385.55,0,358.7,low
8387-mojjt,female,0,1,1,42,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,1,credit card (automatic),77.95,3384,1,3273.9,high
0620-xefwh,male,0,1,1,4,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,18.85,84.2,0,75.4,low
6485-qxwwe,female,0,0,1,62,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),26,1638.7,0,1612,low
2761-ociax,male,1,0,0,2,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,74.7,165.4,1,149.4,high
7321-vgnku,female,0,1,0,2,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,70.35,120.25,0,140.7,high
5327-cnluq,male,0,1,0,48,1,yes,fiber optic,yes,yes,yes,no,yes,no,two year,1,bank transfer (automatic),96.9,4473.45,0,4651.2,high
7552-keygt,male,0,1,0,27,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),19.55,520.55,0,527.85,low
5816-jmlgy,female,0,1,1,70,1,no,dsl,no,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),80.4,5717.85,0,5628,high
3068-omwza,male,1,0,0,1,1,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,1,electronic check,88.8,88.8,1,88.8,high
2927-qrrqv,male,0,1,0,46,1,yes,fiber optic,no,yes,yes,no,yes,no,one year,1,electronic check,94.65,4312.5,0,4353.9,high
6032-krxxo,male,0,0,0,30,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,90.25,2755.35,1,2707.5,high
7459-rrwqz,female,0,0,0,15,1,yes,dsl,yes,no,no,no,no,yes,month-to-month,1,bank transfer (automatic),64.65,994.55,1,969.75,medium
6265-sxwbu,male,0,1,1,69,1,yes,fiber optic,no,yes,yes,no,yes,no,one year,0,credit card (automatic),95.75,6511.25,0,6606.75,high
7941-rcjow,male,0,0,0,65,1,no,no,no,no,no,no,no,no,two year,1,credit card (automatic),19.55,1218.65,0,1270.75,low
6374-ntqlp,male,1,1,1,72,1,no,fiber optic,yes,no,yes,yes,yes,yes,two year,1,credit card (automatic),104.1,7447.7,0,7495.2,very_high
4154-aqugt,male,1,1,0,13,1,no,fiber optic,no,yes,no,yes,no,yes,month-to-month,1,bank transfer (automatic),89.05,1169.35,1,1157.65,high
2387-kdzqy,male,0,0,0,17,1,no,no,no,no,no,no,no,no,one year,1,mailed check,20.1,279.5,0,341.7,low
3584-wkttw,male,0,1,0,51,1,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,1,electronic check,111.55,5720.35,0,5689.05,very_high
3399-bmlvw,male,0,1,1,51,1,no,dsl,yes,yes,no,yes,no,no,two year,0,credit card (automatic),60.5,3121.45,0,3085.5,medium
1971-dtczb,female,0,1,0,72,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),90.95,6468.6,0,6548.4,high
3092-ighwf,male,0,1,1,67,1,yes,fiber optic,no,yes,yes,no,no,no,one year,0,electronic check,87.4,5918.8,1,5855.8,high
3374-pzlxd,male,0,0,0,34,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.7,675.6,0,669.8,low
3813-dhbbb,male,0,1,0,67,0,no,dsl,yes,yes,no,yes,no,yes,two year,1,bank transfer (automatic),50.95,3521.7,0,3413.65,medium
2812-reyat,female,0,1,0,49,1,no,no,no,no,no,no,no,no,one year,1,bank transfer (automatic),20.05,923.1,0,982.45,low
6518-pplmz,male,0,1,1,53,1,no,no,no,no,no,no,no,no,two year,1,mailed check,19.4,1110.35,0,1028.2,low
4939-kyypy,male,0,0,0,27,1,yes,dsl,no,no,yes,yes,no,no,month-to-month,0,electronic check,59.45,1611.65,0,1605.15,medium
8017-lxhfa,female,1,0,0,23,1,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,1,electronic check,94.75,2293.6,1,2179.25,high
5930-gbiwp,male,0,0,0,69,1,yes,dsl,yes,yes,yes,yes,no,yes,two year,1,credit card (automatic),81.5,5553.25,0,5623.5,high
6022-kouqo,female,0,1,1,2,0,no,dsl,no,no,no,yes,no,no,month-to-month,0,bank transfer (automatic),29.05,44.75,0,58.1,low
6352-twcau,female,0,0,0,35,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,86.45,3029.1,1,3025.75,high
2361-upsnd,female,0,1,0,46,1,no,dsl,yes,yes,no,yes,no,yes,one year,0,mailed check,70.6,3231.05,0,3247.6,high
6035-riiom,female,0,0,0,54,1,yes,fiber optic,no,yes,no,no,yes,yes,two year,1,bank transfer (automatic),97.2,5129.45,0,5248.8,high
2929-qnsrw,female,0,1,0,56,1,yes,fiber optic,no,yes,no,no,yes,yes,one year,1,electronic check,98.25,5508.35,1,5502,high
1262-opmfy,female,0,1,0,9,1,no,fiber optic,no,no,yes,no,no,no,month-to-month,1,bank transfer (automatic),75.75,655.9,1,681.75,high
9504-dshwm,male,0,0,0,20,1,yes,dsl,yes,no,no,yes,no,no,month-to-month,0,bank transfer (automatic),59.2,1191.2,0,1184,medium
5035-bvcxs,male,0,0,0,11,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,1,mailed check,75.9,866.4,0,834.9,high
6267-dcffz,female,1,1,0,30,1,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,1,electronic check,90.05,2627.2,0,2701.5,high
3533-uvmom,male,0,1,0,68,1,no,dsl,yes,yes,yes,no,no,yes,two year,0,bank transfer (automatic),70.95,4741.45,0,4824.6,high
2439-lypmq,male,1,1,0,38,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,102.6,4009.2,0,3898.8,very_high
4248-qpavc,female,1,1,0,17,1,yes,fiber optic,yes,no,yes,no,no,no,month-to-month,1,bank transfer (automatic),85.35,1463.45,1,1450.95,high
1899-vxwxm,male,0,0,0,48,1,yes,fiber optic,no,yes,yes,no,yes,yes,one year,1,credit card (automatic),106.1,5082.8,1,5092.8,very_high
1478-vpoad,female,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic check,43.8,43.8,0,43.8,medium
9995-hotoh,male,0,1,1,63,0,no,dsl,yes,yes,yes,no,yes,yes,two year,0,electronic check,59,3707.6,0,3717,medium
2988-plahs,female,0,0,0,3,1,no,dsl,no,no,yes,no,yes,yes,one year,1,electronic check,69.95,220.45,0,209.85,medium
1371-ojcek,female,0,0,0,48,1,yes,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),24.35,1133.7,0,1168.8,low
4999-iezlt,male,0,0,0,66,0,no,dsl,no,no,no,yes,no,no,one year,0,credit card (automatic),29.45,1983.15,0,1943.7,low
8883-anodq,female,0,1,1,68,1,yes,fiber optic,no,yes,yes,no,no,no,two year,1,credit card (automatic),84.4,5746.75,0,5739.2,high
4690-llkua,male,1,0,0,17,1,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,45.05,770.6,1,765.85,medium
2351-rrbue,female,0,1,1,7,1,no,no,no,no,no,no,no,no,one year,0,mailed check,20.65,134.05,0,144.55,low
5980-bdhpy,male,0,1,0,72,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),87.1,6230.1,0,6271.2,high
1498-dqnrx,female,0,1,0,29,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.85,573.05,0,575.65,low
9469-wejbt,male,0,1,0,37,1,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,1,electronic check,90.35,3419.3,0,3342.95,high
3331-hqdtw,female,0,0,0,34,1,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,1,mailed check,109.8,3587.25,1,3733.2,very_high
9490-dfpmd,female,1,0,0,42,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,84.65,3541.35,1,3555.3,high
2581-vkirt,female,0,1,1,59,1,yes,dsl,yes,yes,no,yes,no,no,one year,0,mailed check,65.5,3801.3,0,3864.5,medium
5442-xsdcw,male,0,1,1,11,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,1,bank transfer (automatic),79.5,868.5,1,874.5,high
7426-weijx,male,1,1,1,60,1,yes,fiber optic,yes,no,no,no,no,no,month-to-month,1,electronic check,80.95,4859.1,0,4857,high
2851-mmutz,female,0,0,0,27,1,no,dsl,no,yes,no,yes,no,no,month-to-month,1,mailed check,56.15,1439.35,0,1516.05,medium
3049-ndxfl,female,0,0,0,1,1,yes,fiber optic,no,no,no,no,no,yes,month-to-month,0,mailed check,85.8,85.8,1,85.8,high
8580-aecuz,male,1,0,0,1,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,79.1,79.1,1,79.1,high
3307-tlcud,male,0,1,0,17,0,no,dsl,yes,no,yes,no,no,no,month-to-month,0,mailed check,34.4,592.75,0,584.8,medium
6625-fleno,male,0,1,0,58,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.75,1185.95,0,1203.5,low
2967-mxrav,male,0,1,1,1,1,no,no,no,no,no,no,no,no,one year,0,mailed check,18.8,18.8,0,18.8,low
